======input size: 256 x 256======
stride: 1, padding: 1, output size: 256
thread block: 32 x 32
Convolution method: Slide
output:
[[ 7.258, 9.473, 8.603, 8.221, 8.718, 8.898, 7.813, 7.484, 8.316, 9.229,10.728, 9.614, 9.094, 9.462, 8.222, 9.320, 6.892, 8.622, 7.849, 9.724,10.553,10.744, 9.610, 8.616, 7.598, 7.688, 7.363, 8.419, 8.583, 9.159, 8.425,10.039, 8.459, 9.646, 8.621,10.304, 9.999,10.036,10.232,10.112, 9.688, 9.934,10.714,10.669, 9.971, 9.275, 8.967, 9.189,10.147,10.144, 9.106, 8.019, 7.508, 8.216, 8.315,10.337, 9.467, 8.569, 7.138, 7.020, 6.954, 6.892, 7.763, 8.486, 9.101, 8.897, 8.424, 8.842, 9.654,10.243, 9.209, 8.598, 8.392, 8.602, 7.335, 8.070, 9.069,10.495, 9.551, 8.378, 8.126, 8.451, 9.113, 9.959, 9.485, 8.703, 8.542, 8.937, 9.830, 9.446, 8.975, 9.370, 7.766, 8.670, 8.703,10.091, 9.649, 9.109, 8.707,10.064,10.331, 9.865, 9.337, 9.354,10.344,10.111, 9.933, 9.119, 9.476, 8.577, 9.891, 9.759, 9.954, 9.525, 8.350, 7.542, 6.829, 7.766, 9.081, 9.474, 8.765, 8.958, 8.634, 8.642, 8.233, 8.482, 8.857, 7.944, 9.456, 8.407, 9.460, 8.475, 9.104, 8.298, 7.778, 8.752, 9.493, 9.473, 9.111, 8.498, 8.537, 7.676, 7.985, 8.474, 8.969, 9.584, 9.560,10.583,10.853,10.897,10.384, 9.762, 9.201, 9.336, 8.983, 8.650, 8.626, 8.292, 9.794, 8.936, 8.788, 8.535, 8.716, 9.025, 8.675, 9.545, 9.000, 8.600, 8.698, 9.095, 9.425, 7.745, 9.330, 7.688, 8.977, 8.444, 9.190, 9.589, 7.546, 8.015, 7.029, 6.947, 6.841, 6.963,10.035, 9.312, 9.845, 8.188, 9.828, 9.650,10.339,10.138,10.202,11.316,11.053,10.533,10.022,10.039,10.566, 9.990, 8.875, 8.854, 8.165, 7.329, 7.122, 7.440, 8.933, 9.089, 9.041,10.316,10.499,10.411, 8.688, 9.060, 8.240, 9.669, 8.908, 8.643, 7.681, 8.175, 8.124, 7.327, 6.901, 7.521, 7.444, 7.271, 8.081,10.430,10.469,10.380, 8.553, 8.458, 8.319, 8.650, 8.699, 8.420, 8.570, 8.557, 7.642, 7.583, 7.860, 8.946, 9.785, 9.785, 9.546, 9.307, 8.314, 8.047, 7.011, 7.198, 7.112, 7.267, 7.065, 7.443, 9.844, 7.628],
[ 9.214,13.069,13.077,12.210,12.872,12.603,12.394,11.800,12.995,13.900,15.927,14.806,14.442,14.449,12.360,13.655,12.015,14.490,13.537,14.620,15.684,15.708,14.432,13.380,11.100,11.198,10.621,12.087,12.482,12.819,13.115,13.947,13.263,13.366,13.100,14.970,16.424,15.851,15.800,15.462,16.297,15.833,16.180,15.382,14.520,12.926,12.285,12.973,14.115,14.841,13.712,13.175,12.017,12.851,12.300,14.686,14.154,14.019,12.982,11.718,11.435,10.329,12.473,12.896,14.238,12.966,12.548,12.519,14.029,14.472,13.988,12.209,12.131,11.167,10.823,11.419,13.754,15.330,14.148,12.049,12.209,13.551,14.600,14.232,13.434,12.895,12.874,13.789,14.846,15.119,14.716,14.642,13.168,12.981,12.725,13.978,14.606,14.626,13.541,14.341,14.012,14.041,13.598,14.446,15.585,15.205,14.136,12.818,12.610,12.609,14.363,15.057,14.215,14.001,11.970,11.633,10.296,10.838,12.098,13.170,13.104,13.434,13.224,13.254,12.750,12.361,13.245,11.618,13.321,11.750,12.593,11.604,12.546,12.509,12.609,13.264,14.818,14.724,14.747,14.405,14.031,13.185,12.194,12.362,12.992,14.198,13.723,13.864,14.920,15.959,15.676,14.903,14.576,15.197,14.268,13.318,13.611,12.700,14.958,14.007,14.119,13.873,14.147,13.923,13.537,13.406,13.792,12.178,12.425,13.075,14.332,13.974,13.946,12.608,12.687,13.515,13.324,14.629,12.045,13.324,11.820,11.915,10.915,10.362,13.830,13.057,13.636,10.942,13.336,13.439,14.974,14.953,14.949,16.722,17.155,17.615,16.784,15.582,14.770,12.546,10.976,11.096,12.141,11.984,12.206,11.491,12.447,13.008,13.812,14.857,15.381,15.434,13.488,12.523,10.901,12.963,12.036,12.550,12.041,13.565,13.534,12.590,11.864,11.399,11.383,10.751,12.578,15.394,15.711,15.686,12.030,11.548,10.818,11.936,13.170,13.276,14.807,14.689,13.660,12.549,11.607,12.859,14.141,15.659,16.023,16.113,14.250,12.833,10.183,10.776,11.642,11.823,11.437,11.867,15.472,11.746],
[ 8.569,12.917,12.143,11.673,12.177,12.932,13.777,11.930,13.323,13.313,15.982,15.052,14.721,14.437,12.330,13.993,13.126,15.354,14.539,15.310,16.658,16.092,14.203,12.509,11.072,12.595,11.474,13.958,12.508,13.340,12.677,13.895,13.935,14.202,16.075,16.969,18.323,16.168,16.284,14.719,16.018,14.891,14.641,13.399,13.390,12.071,12.454,12.587,13.644,13.782,14.010,15.229,15.027,14.424,12.654,13.832,13.567,13.955,12.661,12.160,11.362,10.004,11.348,11.291,12.748,11.389,11.958,13.269,14.799,13.569,12.207,11.067,11.782,10.480,10.589,10.701,13.761,13.836,14.372,12.280,12.647,13.705,13.693,13.475,12.617,12.134,12.568,13.594,13.981,14.004,13.033,13.936,14.016,14.004,13.237,13.233,13.736,13.916,12.955,13.237,12.513,12.402,13.157,14.774,15.441,14.259,12.912,13.094,12.910,14.008,13.931,15.044,13.839,14.621,12.001,12.232,11.698,13.067,12.888,13.156,12.739,13.317,13.041,13.299,13.390,12.986,12.779,11.684,12.483,11.630,11.643,10.663,11.580,11.702,12.530,11.852,13.190,13.737,15.448,15.717,15.867,15.952,14.373,13.301,12.636,13.528,13.266,13.412,15.068,16.436,15.819,14.686,13.252,13.846,13.757,13.484,14.439,13.513,16.006,15.357,15.306,14.808,15.414,13.657,13.803,10.951,12.944,11.216,12.917,13.541,14.078,14.669,13.463,13.581,12.530,14.462,12.982,14.096,11.678,14.026,13.458,13.494,13.326,11.559,13.552,12.215,13.314,11.641,12.401,12.933,13.460,13.039,13.447,16.278,17.606,17.699,15.642,15.058,14.346,13.799,11.796,12.574,13.667,13.557,13.904,12.327,12.710,11.393,13.448,15.486,17.101,16.434,13.710,12.246,10.947,13.052,12.893,14.306,14.307,14.599,14.171,13.511,13.640,13.017,12.401,12.606,14.115,15.842,15.206,13.426,10.804,11.305,12.004,14.118,14.481,14.367,15.059,15.749,15.492,14.764,11.645,11.934,12.278,15.070,15.499,16.763,15.908,14.985,11.904,11.003,12.423,12.413,12.819,12.088,14.035,10.083],
[ 9.029,14.189,15.252,12.992,12.098,11.420,13.142,12.252,12.871,12.720,15.068,15.195,15.587,13.948,11.882,12.529,13.099,14.634,12.755,12.503,14.342,15.502,14.913,13.111,11.980,13.860,14.164,15.035,12.830,12.408,12.400,13.662,14.104,14.197,15.592,16.372,17.817,16.107,16.042,14.666,15.920,14.503,13.533,13.731,13.958,12.296,10.951,11.588,13.875,15.768,15.838,15.874,13.626,13.262,13.410,15.514,15.591,15.401,13.519,12.211,12.291,11.443,14.249,12.360,13.826,11.881,13.429,13.470,13.642,11.977,11.202, 9.989,12.721,12.333,12.956,11.317,13.147,13.709,14.129,12.777,13.049,14.165,13.249,13.936,12.361,13.794,12.437,14.335,13.714,13.619,12.309,12.935,13.642,12.683,12.069,12.971,14.514,15.429,14.066,14.444,12.653,11.653,12.644,15.333,16.205,13.218,10.801,11.770,12.583,14.042,13.643,15.083,14.108,14.749,12.725,13.176,12.186,12.587,12.049,12.272,12.949,14.073,14.312,13.873,12.218,11.184,11.341,11.442,11.690,10.537,11.509,12.175,13.385,13.319,12.523,11.844,12.781,13.347,14.413,14.451,16.219,16.407,14.440,12.195,11.402,11.989,12.310,12.150,13.631,15.929,15.508,15.743,14.509,14.954,13.575,12.183,12.798,13.634,14.802,16.300,15.714,15.584,14.917,13.494,13.763,10.688,12.520,12.034,14.271,14.707,14.753,15.740,14.077,14.213,12.632,13.295,13.648,14.576,14.419,14.368,14.157,14.122,14.867,13.997,14.183,13.259,13.467,12.854,12.119,12.648,12.779,13.255,13.329,15.843,16.472,17.747,15.721,15.501,13.940,13.743,12.560,12.419,13.399,14.784,14.805,13.250,11.581,11.859,12.644,13.484,13.969,13.913,12.113,10.962,10.654,13.816,13.679,15.058,13.702,14.117,13.853,14.499,14.199,13.159,11.972,13.092,14.040,14.374,14.232,13.044,12.676,11.403,11.437,12.424,13.837,15.320,16.526,17.830,18.020,17.516,14.140,14.523,12.615,15.064,14.089,16.524,14.916,14.235,12.105,13.094,13.720,13.287,12.570,12.488,13.165, 9.014],
[ 9.336,13.533,14.184,12.920,12.719,11.887,13.634,13.308,14.814,13.053,14.523,13.066,14.485,13.922,12.785,12.487,12.439,13.783,12.749,12.535,13.111,13.826,13.715,12.032,12.712,14.918,16.349,16.746,14.157,13.585,12.755,14.644,15.148,16.666,16.644,16.850,15.848,15.278,16.040,14.345,13.900,12.890,12.718,13.356,12.592,11.351,10.096,11.174,13.461,15.958,15.910,15.584,13.307,13.386,14.470,16.566,16.193,14.688,11.978,11.691,12.365,12.423,14.502,12.715,13.542,11.634,13.903,14.835,15.224,12.211,10.111, 9.785,13.079,13.769,12.772,11.872,12.803,13.533,13.816,13.028,13.864,14.299,13.443,14.558,12.796,14.635,13.428,15.818,14.843,13.635,11.555,12.685,14.181,15.148,14.165,14.717,14.279,15.172,14.597,15.453,13.980,11.934,12.327,13.770,14.638,11.896,10.061,11.381,13.189,14.922,14.017,14.836,15.308,15.902,13.932,13.175,12.879,13.765,13.126,12.465,12.945,14.524,14.927,15.358,13.040,12.962,10.511,12.578,12.562,13.557,13.461,12.878,12.923,12.078,10.833,10.431,11.015,11.762,13.945,13.856,16.770,15.471,14.187,12.258,12.469,13.125,13.639,13.600,14.145,16.140,15.687,16.283,13.979,13.919,12.766,12.191,12.428,13.553,14.125,16.463,16.339,15.701,13.668,12.910,12.874,11.082,11.117,11.969,14.152,15.058,15.021,14.052,13.351,11.858,12.448,11.988,14.247,13.439,13.543,12.667,14.654,14.128,15.999,14.294,14.242,13.607,14.270,15.441,13.198,13.225,11.796,12.127,13.489,16.210,16.314,15.328,13.097,14.409,14.765,15.268,14.119,13.756,13.314,14.652,14.265,14.245,12.622,12.302,12.225,13.504,13.158,12.824,11.299,11.686,12.423,14.593,15.558,15.944,13.842,13.393,13.269,15.239,15.374,15.545,13.923,14.438,14.432,14.608,14.594,12.683,13.902,12.360,13.749,13.179,13.386,13.859,13.656,16.271,16.299,16.543,13.476,13.814,12.144,13.102,12.578,14.364,13.997,13.670,13.412,14.296,13.544,12.325,10.931,12.011,11.523, 7.631],
[ 9.696,12.651,13.836,12.008,12.982,11.645,13.226,12.056,12.669,10.455,12.689,12.340,14.378,13.702,13.083,11.422,12.315,13.252,13.717,13.099,13.199,12.528,12.793,12.295,14.474,15.815,15.464,14.124,12.358,12.620,12.646,13.598,13.402,15.010,14.882,15.458,14.489,14.565,14.257,13.074,11.612,11.862,12.362,12.499,11.359,10.621, 9.744,11.867,12.767,16.073,15.193,15.187,12.139,12.919,14.670,16.808,16.222,14.174,12.267,12.316,13.717,13.999,15.493,13.448,14.552,13.111,15.516,15.292,15.286,11.574,10.291,10.339,14.255,14.478,13.843,12.645,12.919,13.788,12.917,13.653,13.877,14.436,13.439,13.770,13.348,15.290,14.689,15.438,14.335,13.911,13.614,14.090,15.019,15.915,15.971,15.685,14.787,16.034,16.123,16.464,15.033,13.031,13.451,13.866,15.588,14.563,13.932,13.016,13.675,14.870,14.989,15.185,14.619,14.897,13.781,12.904,12.367,11.396,12.764,13.589,15.465,15.014,14.334,13.934,12.706,12.748,10.832,12.353,12.214,13.151,12.762,14.145,14.171,13.442,10.833,10.642,11.135,11.049,12.021,11.738,15.066,15.380,15.120,12.918,12.860,13.497,14.845,13.911,12.841,14.720,15.717,17.310,15.852,14.605,12.055,10.772,11.220,12.494,11.476,13.995,15.855,17.976,15.400,14.533,11.743,11.664,10.542,12.552,13.133,14.239,14.118,13.191,13.147,10.871,11.565,10.577,14.838,14.691,14.570,11.746,13.429,14.062,16.133,15.507,13.737,12.492,12.152,13.358,12.994,13.375,12.028,11.955,12.071,15.063,14.895,14.862,12.756,13.770,13.965,13.874,14.598,14.671,15.108,15.109,13.471,13.140,11.538,13.123,14.107,14.819,12.585,11.782,11.323,12.428,13.028,14.265,14.283,13.895,10.740,12.309,13.013,16.205,15.964,15.318,14.145,13.640,14.204,15.541,16.033,14.909,13.909,11.654,12.447,12.038,13.598,13.623,12.939,14.872,14.643,15.122,12.772,13.203,12.449,13.240,12.501,13.100,12.165,11.732,13.013,14.867,15.053,13.463,10.519,11.972,11.271, 7.972],
[ 9.254,11.684,11.258,10.969,12.622,12.726,13.290,12.145,13.542,11.417,12.814,11.639,14.432,14.486,15.030,12.971,14.333,13.378,14.394,13.019,11.992,11.040,11.527,11.392,12.359,13.227,12.864,13.526,13.081,14.878,14.465,13.266,13.423,14.104,15.034,14.723,13.918,13.841,14.482,13.641,13.321,12.814,12.807,10.990, 9.910, 9.520,10.613,12.904,14.032,16.035,15.737,16.327,14.606,14.698,14.249,14.954,14.540,13.855,13.549,13.576,14.661,13.312,14.018,12.401,13.918,12.178,15.528,16.309,16.962,13.978,12.448,12.578,13.239,13.177,12.561,12.309,11.691,12.243,12.012,14.169,14.987,14.882,14.936,13.867,14.136,13.984,14.209,14.684,13.130,12.992,12.937,13.886,15.124,16.262,15.824,13.772,12.662,14.779,16.519,17.061,15.343,14.533,13.826,13.386,13.720,13.664,14.100,13.461,14.456,15.278,15.690,14.699,14.009,13.238,11.809,11.124,11.646,12.356,14.892,15.847,16.664,14.764,13.112,13.021,12.434,14.368,12.773,14.746,14.184,15.098,13.109,13.659,13.395,13.682,11.876,11.652,12.104,10.757,12.404,13.351,15.651,14.684,14.009,13.589,14.180,14.459,15.437,15.016,13.878,14.190,15.176,16.519,16.342,14.987,13.375,12.422,12.548,12.062,11.727,13.939,15.522,16.267,13.740,14.200,11.964,13.127,10.817,12.415,10.904,12.122,12.659,12.531,13.579,11.449,12.361,11.347,13.610,13.591,12.839,12.366,14.349,14.349,14.920,12.817,11.249,10.951,10.698,12.734,12.717,14.219,14.061,13.052,13.076,13.963,14.039,12.624,11.863,13.978,14.057,12.835,11.820,12.980,14.458,14.020,13.473,13.247,13.519,13.053,13.259,14.198,13.019,12.828,11.679,13.647,14.463,14.954,14.449,14.650,12.573,13.655,12.602,14.661,15.152,14.446,14.208,12.494,14.042,15.899,16.573,16.380,13.561,12.642,13.459,14.427,15.610,13.680,11.640,12.851,12.361,13.726,11.869,12.609,12.523,12.871,13.069,13.975,14.251,13.294,13.411,13.811,14.991,13.584,12.205,13.774,13.723, 9.511],
[10.595,13.053,12.366,10.609,11.882,13.020,13.148,11.514,10.813, 9.280,11.710,12.911,15.550,15.565,16.381,15.076,15.138,11.915,11.718,11.353,12.056,12.493,13.020,13.019,13.430,14.680,12.701,12.691,11.177,14.707,13.718,12.729,10.864,12.508,15.058,15.695,14.112,12.906,11.950,13.121,12.909,13.692,12.926,11.955,11.276,11.538,12.282,13.940,14.397,15.067,14.862,14.587,13.016,12.632,12.717,14.160,14.568,13.338,13.481,12.185,14.200,12.523,13.274,11.553,12.637,12.249,15.400,16.130,15.921,13.578,13.111,12.981,13.201,13.366,14.101,14.209,11.795,12.295,12.529,16.220,15.916,14.477,14.031,14.067,14.803,13.990,12.700,12.148, 9.771,10.340,11.066,13.252,13.232,14.285,14.857,13.630,13.415,14.321,16.181,16.634,14.909,14.696,13.957,14.074,14.577,13.683,13.676,12.349,13.612,14.039,15.152,13.656,12.612,11.809,11.642,11.957,11.645,12.833,15.935,17.744,16.767,12.848,11.093,11.842,12.092,12.432,11.962,13.446,14.046,13.128,12.514,15.364,16.696,15.857,12.775,13.453,14.811,13.153,12.438,12.202,14.028,13.842,14.598,15.629,15.248,14.831,14.426,15.206,14.080,13.483,14.694,16.219,16.400,15.022,12.923,13.054,12.818,13.390,12.495,12.949,13.967,15.487,14.984,15.095,12.602,13.268,11.966,13.392,12.109,12.159,11.605,11.757,12.877,12.144,11.892,11.082,13.117,14.114,13.181,12.279,13.651,14.795,16.598,15.955,13.819,11.967, 9.439,11.504,12.066,15.271,15.093,14.601,12.921,13.530,13.525,13.593,13.259,14.493,12.848,13.025,12.907,14.698,15.558,14.839,15.632,14.705,14.189,13.178,13.974,15.128,13.979,13.577,12.892,13.849,13.604,13.964,13.759,13.920,12.909,12.998,11.864,11.475,12.431,12.164,12.936,13.068,15.054,16.510,15.758,15.854,13.901,12.817,12.798,13.687,16.413,14.160,12.956,13.121,13.463,15.108,13.628,15.131,14.415,14.932,13.497,14.038,13.597,12.806,13.770,13.965,16.231,14.015,13.153,13.793,14.044, 9.841],
[ 9.391,12.543,12.447,11.028,12.280,13.739,13.604,12.946,12.550,11.952,12.817,12.923,15.174,14.788,16.136,15.653,16.638,12.512,11.344,11.736,12.884,13.934,13.926,14.247,12.875,13.480,12.245,14.314,12.480,15.182,12.819,11.572, 9.907,12.222,14.695,15.821,13.417,12.061,11.485,13.709,14.221,14.267,12.852,11.813,11.290,10.804,11.471,11.778,13.673,12.796,13.770,12.882,14.148,14.681,13.972,13.370,12.808,13.227,14.372,12.186,13.027,12.244,12.953,11.630,11.826,11.877,14.000,13.745,14.115,13.217,13.769,13.254,11.809,11.722,12.866,14.297,12.874,12.874,13.661,15.587,15.260,13.760,14.377,15.564,16.204,15.460,13.828,14.571,12.490,11.345, 9.776,11.092,11.594,14.138,14.734,15.404,13.431,12.950,13.807,15.546,14.287,14.243,11.810,13.272,12.317,12.173,11.455,11.269,12.154,12.420,13.379,13.117,13.349,13.071,11.994,11.794,12.001,15.242,16.574,16.112,14.684,13.287,13.766,14.029,12.939,12.527,11.604,13.399,14.817,14.222,13.415,13.340,15.073,14.870,13.716,14.503,15.614,15.576,14.675,13.531,13.773,12.768,13.602,14.916,15.051,15.927,14.459,15.453,14.491,13.618,13.991,13.764,15.151,14.952,15.499,15.614,15.015,15.172,15.066,15.384,14.035,13.209,12.446,13.007,13.080,14.486,14.299,13.883,11.727,12.028,11.227,11.329,11.802,13.235,13.545,12.961,13.061,13.830,13.185,13.210,13.940,14.121,16.326,15.821,14.923,13.424,11.561,13.821,13.468,16.343,15.672,15.885,14.357,15.246,15.698,14.754,14.903,14.336,14.165,13.696,13.021,13.100,13.043,13.815,16.320,16.823,15.852,14.499,12.688,13.134,11.693,11.995,11.595,12.166,13.579,13.887,14.949,13.548,14.038,12.888,11.745, 9.781, 9.253, 9.862,11.677,13.366,14.922,14.793,14.793,15.137,14.519,12.641,11.684,13.432,16.340,15.487,13.971,12.811,13.458,13.824,12.821,14.276,15.679,17.136,15.416,13.871,13.914,13.387,14.339,13.660,14.962,14.139,13.047,13.643,13.237, 9.638],
[ 9.569,13.120,13.154,11.795,12.668,14.446,14.941,14.600,13.721,12.861,14.342,13.854,14.748,13.245,14.107,14.070,15.212,12.202,11.964,13.038,14.306,14.438,14.393,15.610,15.491,15.562,14.139,14.044,12.264,14.548,13.089,13.083, 9.518,13.105,13.875,16.458,12.858,11.830,10.259,12.842,13.241,13.805,14.011,13.122,12.921,11.314,11.205,11.286,12.537,12.870,12.475,11.740,11.886,13.619,12.687,13.298,11.665,13.176,13.559,12.870,12.315,12.242,11.953,12.059,10.729,11.707,12.643,12.496,12.798,10.870,13.852,14.373,14.655,13.277,13.440,14.997,13.409,13.794,13.359,14.124,13.338,13.341,14.551,15.707,15.276,14.692,12.592,14.635,14.280,13.963,11.186,11.220,11.842,14.255,14.607,16.021,15.424,15.263,14.866,14.515,13.568,13.321,12.896,14.656,13.847,13.786,12.648,12.350,12.342,12.309,13.100,12.681,13.019,12.683,12.645,13.721,14.506,15.612,14.045,12.529,12.900,12.910,14.772,14.592,13.956,11.935,10.397,11.220,12.855,13.533,13.765,14.740,15.490,14.864,13.281,13.896,14.629,15.873,14.733,13.287,12.302,13.192,14.502,16.013,15.181,16.011,14.177,14.349,13.740,13.027,14.025,13.366,14.402,14.898,15.456,16.093,14.580,15.449,14.803,14.547,13.905,14.282,14.713,14.394,13.624,13.283,13.789,13.450,13.742,13.619,12.814,12.591,11.402,13.263,11.613,12.284,11.529,14.079,13.853,14.125,13.178,12.815,14.702,15.335,14.814,14.175,13.580,15.908,15.860,16.099,14.659,14.485,14.560,15.226,16.033,15.857,16.858,15.078,15.409,14.364,14.521,13.020,13.458,14.896,17.132,17.027,14.137,13.990,14.312,14.009,12.037,10.774,13.080,12.668,13.340,12.142,13.519,11.662,13.024,12.027,12.605,10.363, 9.847,10.746,12.300,13.658,14.348,13.428,13.942,12.935,12.966,12.098,11.697,13.351,14.467,14.714,13.789,13.393,14.816,14.652,14.139,13.255,15.983,17.402,16.845,13.683,12.828,13.541,15.486,15.485,15.138,13.684,11.991,12.640,12.030, 8.776],
