======input size: 64 x 64======
stride: 1, padding: 1, output size: 64
thread block: 32 x 32
Convolution method: Slide
output:
[[ 5.026, 8.349, 9.840,10.001,10.121, 8.919, 9.055, 8.118, 7.580, 6.441, 6.593, 8.257,10.393,10.170,10.162, 8.881, 9.614, 8.475, 8.850, 9.773,10.608,10.363, 9.203, 8.684, 8.569, 7.239, 5.531, 5.705, 8.376,10.060, 8.360, 6.578, 6.583, 9.441,10.057,12.089, 9.017, 9.924, 8.354,10.116,10.239,10.261,11.042,10.667,10.377, 9.059, 8.130, 8.571, 9.282, 9.461,10.565, 9.874, 8.803, 7.000, 8.098, 9.868,10.356,10.279, 9.542, 9.050, 8.625,10.027,10.778, 7.586],
[ 6.972,12.757,14.930,15.141,13.082,12.065,12.199,13.072,12.916,11.435,10.284,11.191,14.051,14.472,14.861,13.147,13.044,11.582,11.432,12.680,14.058,13.519,14.248,13.373,14.147,11.371, 8.809, 9.370,12.699,14.953,13.356,10.734,11.372,14.218,14.653,15.764,12.589,13.861,13.082,14.975,15.386,15.175,15.223,13.548,13.255,12.069,12.719,13.062,13.630,13.639,14.310,13.676,11.598,10.219,10.618,12.458,13.025,13.143,12.241,12.000,11.755,13.260,13.103, 8.931],
[ 7.654,13.401,16.017,14.369,12.784,12.106,12.638,13.655,13.077,11.381, 9.171,10.752,14.416,15.669,14.635,12.397,10.998,10.255,10.449,13.214,14.950,15.076,14.683,14.340,13.863,13.218,11.294,12.465,13.559,14.482,13.074, 9.961, 9.935,11.928,13.596,15.438,14.292,14.941,12.523,13.579,13.660,15.259,14.940,13.679,14.676,13.518,15.579,14.424,15.321,13.027,12.859,13.063,13.332,12.871,12.079,12.073,13.248,13.688,14.649,13.909,13.148,12.710,11.245, 7.146],
[ 7.833,12.675,15.027,14.697,13.575,13.059,12.618,14.613,13.558,13.205,10.275,12.109,13.032,15.943,14.054,13.107,10.436,10.443,10.961,13.538,15.700,14.083,12.681,13.520,14.540,15.544,12.914,13.860,13.502,13.892,13.086,12.319,13.248,13.793,13.332,13.714,14.239,15.287,12.619,11.722,11.268,12.279,12.692,11.936,14.124,13.430,15.387,14.370,14.621,13.734,12.901,13.957,12.741,13.111,10.372,10.482,11.688,12.814,13.833,13.576,13.361,12.379, 9.340, 5.624],
[ 9.232,13.702,15.237,13.991,14.899,14.097,14.536,13.663,12.067,11.927,11.171,14.555,15.698,16.948,14.200,12.070,10.586,10.161,11.922,15.200,18.038,17.415,13.701,14.311,14.525,16.636,13.897,13.619,12.274,13.175,12.575,12.793,12.725,13.399,13.960,14.762,15.195,15.854,13.938,13.491,11.412,12.509,12.182,13.328,15.902,15.812,16.189,14.389,15.619,15.058,14.307,15.805,16.108,15.785,12.866,13.323,15.054,15.735,16.099,15.433,14.248,13.390,11.397, 7.760],
[ 9.072,13.795,15.182,14.067,15.533,14.784,15.399,12.875,10.570,12.332,12.449,16.195,15.024,15.642,13.233,11.261,10.938,11.316,13.623,14.722,16.570,15.303,13.964,14.281,15.596,15.781,13.015,12.158,12.086,12.747,12.455,12.967,13.703,14.133,14.026,14.140,13.999,15.190,14.936,14.283,13.614,12.748,13.071,12.960,14.695,15.541,15.361,13.783,14.612,15.702,15.201,15.396,13.558,13.945,12.414,14.256,15.254,15.131,13.671,13.525,12.937,12.367,11.810, 8.018],
[10.019,15.125,16.022,12.501,12.711,12.286,13.403,11.000, 9.592,12.533,14.468,16.657,15.218,14.364,12.940,11.313,11.031,11.667,12.281,13.058,14.521,14.643,14.551,14.262,15.419,14.504,13.113,13.069,13.793,13.529,13.513,13.129,12.942,13.382,14.528,15.791,15.211,15.109,16.494,16.912,17.127,16.309,14.435,14.547,15.146,15.949,15.311,12.174,14.280,14.053,14.302,14.259,15.032,14.947,13.107,14.110,15.085,14.919,12.573,13.693,12.877,13.797,13.961,10.334],
[11.025,15.329,15.424,11.161,12.224,11.991,13.394,11.921,11.477,14.353,15.359,16.287,12.548,11.776,11.521,12.152,12.442,12.360,12.721,11.511,12.174,10.839,12.290,13.228,14.428,12.743,12.033,12.685,13.884,12.956,13.294,13.096,12.282,12.400,12.535,14.745,14.855,14.633,14.699,14.466,16.310,16.173,15.130,14.435,14.416,15.302,14.764,11.809,11.586,11.202,11.058,10.947,10.260,11.560,11.982,14.203,14.609,13.658,11.084,12.851,12.566,13.489,13.644,10.012],
[10.484,14.607,14.685,11.296,12.070,11.364,14.531,13.171,14.136,13.470,15.233,13.468,12.183,10.322,11.283,10.536,12.086,11.191,12.133,11.105,12.213,11.273,12.077,13.109,14.312,13.958,12.630,13.557,13.052,13.492,13.425,13.162,11.313,12.608,13.839,16.121,14.999,14.626,14.431,14.421,13.280,14.198,12.987,13.268,12.439,13.375,13.100,10.445,10.406,10.662,11.338,11.710,11.533,11.864,11.524,13.059,14.252,12.988,12.163,14.148,14.298,13.704,12.618, 8.872],
[11.359,15.450,15.078,12.970,13.605,13.577,15.660,15.609,16.622,14.994,15.140,12.645,12.399,10.088,12.203,11.204,14.015,11.884,12.780,11.983,12.511,11.407,11.800,12.615,12.620,12.480,11.307,12.146,11.123,13.524,13.702,13.355,10.869,11.897,13.506,14.792,15.075,15.064,14.025,13.457,12.475,13.998,14.284,13.712,12.331,12.248,11.844,10.048, 8.900,10.623,12.158,12.621,10.746,11.366,13.183,14.148,14.691,12.879,13.625,14.358,13.882,12.026,12.321, 8.608],
[10.189,15.350,16.085,16.586,15.908,14.482,15.207,15.609,17.154,14.885,14.637,11.632,12.564,12.153,13.947,12.069,12.688,13.077,13.543,14.229,13.591,13.581,12.694,13.117,13.549,14.740,13.774,14.067,12.563,13.974,14.246,12.964,11.443,11.587,13.954,15.125,14.416,14.799,12.475,13.431,12.661,13.857,14.838,13.026,13.383,11.947,12.911,11.018,11.056,12.178,14.089,14.300,13.530,13.571,14.368,13.097,13.574,13.167,14.656,13.964,13.516,12.290,12.903, 8.399],
[ 9.534,14.553,15.354,16.017,15.708,14.176,14.121,15.566,16.920,16.596,15.553,13.523,12.560,12.310,13.727,13.187,12.922,14.184,13.728,14.293,11.735,12.619,11.450,12.052,12.862,14.053,15.278,13.659,13.135,11.378,12.465,10.590,10.831, 9.737,11.336,11.822,12.860,13.432,12.372,13.005,14.607,14.850,16.012,12.969,14.151,12.328,14.365,13.104,13.404,13.443,14.540,13.991,13.393,14.255,15.303,14.462,12.955,13.152,12.633,13.554,12.799,14.472,13.824, 9.541],
[ 7.797,13.287,14.342,15.336,15.372,13.908,15.078,15.584,16.169,15.719,15.116,13.448,11.953,12.292,14.230,13.273,11.584,12.447,12.710,12.821,11.047,12.008,11.602,12.877,14.930,15.854,17.065,14.499,14.554,11.135,12.374,11.313,12.199,10.690,11.231,10.417,11.483,11.894,12.320,14.188,14.413,13.834,13.165,11.259,12.040,10.712,13.446,14.570,15.228,14.086,13.477,12.802,14.694,16.169,17.049,15.547,13.464,13.540,11.788,12.351,12.453,15.378,14.786, 9.760],
[ 8.696,12.990,13.742,12.327,13.895,12.957,15.218,14.987,14.123,13.298,13.227,12.843,12.474,10.975,13.851,12.860,12.831,10.580,11.360,12.009,11.575,11.739,11.850,14.447,16.443,15.987,15.534,13.842,13.326,10.934,10.811,11.901,13.661,14.190,13.939,12.432,14.071,14.988,15.468,14.869,13.625,13.311,11.539, 9.932, 9.777,10.301,12.556,14.140,14.738,14.207,13.602,13.407,14.785,15.459,15.074,14.349,12.755,13.174,11.287,13.078,13.229,16.713,15.155,10.261],
[10.167,14.548,14.137,12.857,13.623,13.426,15.862,15.079,13.597,12.348,13.327,13.224,14.000,13.176,15.566,12.998,12.894,10.062,12.189,12.269,13.825,12.921,13.583,15.989,17.992,16.906,13.921,11.964,12.122,12.478,12.516,12.906,14.503,14.383,14.986,13.923,16.271,16.778,15.365,14.306,12.060,12.549,10.358,10.899,11.569,12.529,13.776,14.332,15.090,14.138,13.256,13.229,14.133,13.713,14.287,13.989,13.859,13.490,11.935,11.878,11.125,13.624,14.148, 9.844],
[10.036,14.914,14.516,13.976,12.671,12.122,13.644,13.319,12.021,11.059,12.796,13.102,14.920,14.822,15.953,14.465,14.814,12.457,13.371,12.314,14.799,13.968,14.791,15.396,16.599,16.785,13.626,10.928, 9.160,11.232,11.963,11.466,13.080,14.280,15.871,15.500,15.799,16.847,14.082,13.440,12.899,14.408,12.959,13.106,14.523,15.217,15.838,14.030,14.308,13.454,13.751,14.380,12.590,10.521,10.690,12.691,14.079,13.459,13.103,14.308,13.485,15.071,13.612, 9.933],
[ 8.441,13.736,13.793,14.658,12.540,12.020,13.105,12.260,13.017,14.064,16.135,15.082,15.134,16.954,15.858,14.976,13.948,14.826,14.174,12.360,13.957,13.065,13.619,12.456,14.102,14.899,14.434,10.990,10.484,11.459,13.655,11.702,11.681,11.227,12.496,12.718,13.828,14.884,13.276,13.628,13.523,14.920,13.629,15.086,15.427,15.253,14.155,13.831,14.697,15.505,15.197,14.755,12.411,10.455,11.970,13.283,14.957,13.369,14.153,15.232,13.722,14.590,13.134,10.415],
[ 8.351,13.707,14.761,14.867,12.583,10.899,11.944,12.320,14.505,15.140,15.255,14.875,15.802,18.481,15.855,14.784,13.226,14.660,13.716,13.722,14.593,14.013,13.736,12.579,12.816,13.621,13.968,12.224,11.440,11.659,13.774,12.420,12.593,12.440,12.603,12.121,12.130,13.196,12.987,13.642,13.829,14.328,12.912,14.440,13.605,13.870,11.908,13.205,13.325,14.758,15.344,15.790,13.547,11.866,12.602,13.670,14.358,13.449,14.316,15.580,14.934,15.081,12.435, 8.650],
[10.159,14.490,14.783,13.139,12.680,11.160,12.291,12.918,15.289,16.000,13.909,13.694,12.828,15.655,12.905,12.975,10.767,12.257,12.551,14.982,15.560,14.212,13.379,13.106,12.786,11.758,12.349,12.581,13.810,12.931,12.834,12.901,12.738,12.819,11.505,10.979,10.906,11.014,11.754,12.887,12.755,12.666,11.327,13.526,12.843,14.037,11.973,13.776,13.513,15.033,14.187,14.318,13.585,13.916,14.813,15.431,15.613,15.718,15.110,15.508,13.322,14.469,13.142, 9.585],
[11.663,14.907,14.118,11.965,13.380,12.550,13.881,13.985,14.320,13.892,11.364,13.125,13.440,16.005,12.865,11.711,10.298,11.292,13.703,16.307,16.389,16.138,15.204,15.250,12.444,11.093,11.439,13.466,15.338,14.083,12.445,11.757,12.685,13.670,12.759,13.086,11.788,10.818,11.143,11.836,12.530,11.742,12.019,14.216,14.134,14.890,13.300,13.813,13.308,12.340,12.303,12.492,13.764,14.473,15.198,17.023,17.177,17.313,15.018,15.061,13.208,13.067,11.938, 8.160],
[12.296,16.305,14.746,13.085,14.195,14.131,14.172,13.000,12.397,12.283,10.362,12.138,11.051,13.265,11.133,11.473, 9.710,11.135,13.038,15.990,15.137,15.022,14.106,14.820,12.945,11.642,12.617,13.761,16.148,14.958,14.216,13.412,13.173,14.082,13.007,13.443,12.309,10.776,10.366,12.055,13.590,14.150,13.550,14.460,14.413,14.547,14.711,15.529,15.531,13.976,12.475,11.181,12.408,14.169,15.080,16.890,16.694,17.190,15.663,15.975,14.343,14.248,13.081, 9.538],
[12.165,16.356,14.059,12.240,13.901,14.975,15.983,13.746,13.956,13.206,12.445,14.034,13.268,15.456,13.160,13.248,11.892,13.453,13.978,15.132,13.718,14.054,14.113,14.844,13.550,13.016,13.376,14.214,16.118,15.265,16.485,13.956,13.251,11.195,11.714,12.900,13.659,11.804,10.316,11.535,13.371,15.316,14.304,13.605,13.031,13.023,13.758,14.642,14.929,14.477,14.147,12.827,13.574,14.176,14.914,15.467,15.120,14.469,13.686,14.019,14.079,13.041,11.329, 7.586],
[11.047,15.931,14.702,13.521,12.696,14.375,14.386,14.624,15.280,14.094,13.108,12.522,11.503,12.520,11.452,13.557,12.497,14.565,14.599,14.910,13.417,11.907,13.073,13.978,14.509,14.316,14.125,13.842,15.874,14.851,17.642,14.885,14.974,11.503,12.425,13.008,14.082,12.376,10.343,12.124,13.697,15.686,14.929,13.840,14.121,13.945,15.827,16.098,16.351,16.375,15.994,14.489,12.583,14.227,13.939,14.628,12.216,12.607,12.973,14.213,14.647,14.823,13.237, 8.744],
